conflict,crossing,crossing_country,duration,duration_text,mode,crossing_lat,crossing_lon,conflict_lat,conflict_lon
Kherson,Yahodyn - Dorohusk,Poland,91542.0,1 day 1 hour,transit,51.1852213611046,23.80777061,46.7,32.6
Kherson,Uhryniv - Dolhobychuv,Poland,109277.0,1 day 6 hours,transit,50.5785250002374,24.0836589998308,46.7,32.6
Kherson,Ustyluh - Zosin,Poland,105289.0,1 day 5 hours,transit,50.8592650004607,24.1346850003948,46.7,32.6
Kherson,Rava-Ruska - Khrebenne,Poland,80367.0,22 hours 19 mins,transit,50.2745417627704,23.5885080374323,46.7,32.6
Kherson,Krakivets - Korchova,Poland,,,transit,49.9549865421823,23.1138868769913,46.7,32.6
Kherson,Shehyni - Medyka,Poland,89023.0,1 day 1 hour,transit,49.7997107051379,22.9473589152849,46.7,32.6
Kherson,Hrushiv - Budomiezh,Poland,84693.0,23 hours 32 mins,transit,50.0969149998345,23.2801600001264,46.7,32.6
Kherson,Smilnytsia - Krostsenko,Poland,132267.0,1 day 13 hours,transit,49.4815550002911,22.7013070001637,46.7,32.6
Kherson,Mamalyha - Кryva,Moldova,,,transit,48.265739253562,26.6233986220189,46.7,32.6
Kherson,Rossoshany - Brichen,Moldova,,,transit,48.3785652868895,27.0459503324662,46.7,32.6
Kyselivka,Yahodyn - Dorohusk,Poland,,,transit,51.1852213611046,23.80777061,46.8,32.4
Kyselivka,Uhryniv - Dolhobychuv,Poland,,,transit,50.5785250002374,24.0836589998308,46.8,32.4
Kyselivka,Ustyluh - Zosin,Poland,,,transit,50.8592650004607,24.1346850003948,46.8,32.4
Kyselivka,Rava-Ruska - Khrebenne,Poland,,,transit,50.2745417627704,23.5885080374323,46.8,32.4
Kyselivka,Krakivets - Korchova,Poland,,,transit,49.9549865421823,23.1138868769913,46.8,32.4
Kyselivka,Shehyni - Medyka,Poland,,,transit,49.7997107051379,22.9473589152849,46.8,32.4
Kyselivka,Hrushiv - Budomiezh,Poland,,,transit,50.0969149998345,23.2801600001264,46.8,32.4
Kyselivka,Smilnytsia - Krostsenko,Poland,,,transit,49.4815550002911,22.7013070001637,46.8,32.4
Kyselivka,Mamalyha - Кryva,Moldova,,,transit,48.265739253562,26.6233986220189,46.8,32.4
Kyselivka,Rossoshany - Brichen,Moldova,,,transit,48.3785652868895,27.0459503324662,46.8,32.4
Melitopol,Yahodyn - Dorohusk,Poland,,,transit,51.1852213611046,23.80777061,46.8,35.4
Melitopol,Uhryniv - Dolhobychuv,Poland,,,transit,50.5785250002374,24.0836589998308,46.8,35.4
Melitopol,Ustyluh - Zosin,Poland,,,transit,50.8592650004607,24.1346850003948,46.8,35.4
Melitopol,Rava-Ruska - Khrebenne,Poland,,,transit,50.2745417627704,23.5885080374323,46.8,35.4
Melitopol,Krakivets - Korchova,Poland,,,transit,49.9549865421823,23.1138868769913,46.8,35.4
Melitopol,Shehyni - Medyka,Poland,,,transit,49.7997107051379,22.9473589152849,46.8,35.4
Melitopol,Hrushiv - Budomiezh,Poland,,,transit,50.0969149998345,23.2801600001264,46.8,35.4
Melitopol,Smilnytsia - Krostsenko,Poland,,,transit,49.4815550002911,22.7013070001637,46.8,35.4
Melitopol,Mamalyha - Кryva,Moldova,,,transit,48.265739253562,26.6233986220189,46.8,35.4
Melitopol,Rossoshany - Brichen,Moldova,,,transit,48.3785652868895,27.0459503324662,46.8,35.4
Mykolaiv,Yahodyn - Dorohusk,Poland,97744.0,1 day 3 hours,transit,51.1852213611046,23.80777061,47.0,32.0
Mykolaiv,Uhryniv - Dolhobychuv,Poland,115479.0,1 day 8 hours,transit,50.5785250002374,24.0836589998308,47.0,32.0
Mykolaiv,Ustyluh - Zosin,Poland,,,transit,50.8592650004607,24.1346850003948,47.0,32.0
Mykolaiv,Rava-Ruska - Khrebenne,Poland,86569.0,1 day 0 hours,transit,50.2745417627704,23.5885080374323,47.0,32.0
Mykolaiv,Krakivets - Korchova,Poland,,,transit,49.9549865421823,23.1138868769913,47.0,32.0
Mykolaiv,Shehyni - Medyka,Poland,91035.0,1 day 1 hour,transit,49.7997107051379,22.9473589152849,47.0,32.0
Mykolaiv,Hrushiv - Budomiezh,Poland,90895.0,1 day 1 hour,transit,50.0969149998345,23.2801600001264,47.0,32.0
Mykolaiv,Smilnytsia - Krostsenko,Poland,134279.0,1 day 13 hours,transit,49.4815550002911,22.7013070001637,47.0,32.0
Mykolaiv,Mamalyha - Кryva,Moldova,,,transit,48.265739253562,26.6233986220189,47.0,32.0
Mykolaiv,Rossoshany - Brichen,Moldova,,,transit,48.3785652868895,27.0459503324662,47.0,32.0
Mariupol,Yahodyn - Dorohusk,Poland,,,transit,51.1852213611046,23.80777061,47.1,37.6
Mariupol,Uhryniv - Dolhobychuv,Poland,,,transit,50.5785250002374,24.0836589998308,47.1,37.6
Mariupol,Ustyluh - Zosin,Poland,,,transit,50.8592650004607,24.1346850003948,47.1,37.6
Mariupol,Rava-Ruska - Khrebenne,Poland,,,transit,50.2745417627704,23.5885080374323,47.1,37.6
Mariupol,Krakivets - Korchova,Poland,,,transit,49.9549865421823,23.1138868769913,47.1,37.6
Mariupol,Shehyni - Medyka,Poland,,,transit,49.7997107051379,22.9473589152849,47.1,37.6
Mariupol,Hrushiv - Budomiezh,Poland,,,transit,50.0969149998345,23.2801600001264,47.1,37.6
Mariupol,Smilnytsia - Krostsenko,Poland,,,transit,49.4815550002911,22.7013070001637,47.1,37.6
Mariupol,Mamalyha - Кryva,Moldova,,,transit,48.265739253562,26.6233986220189,47.1,37.6
Mariupol,Rossoshany - Brichen,Moldova,,,transit,48.3785652868895,27.0459503324662,47.1,37.6
Velyka Oleksandrivka,Yahodyn - Dorohusk,Poland,,,transit,51.1852213611046,23.80777061,47.3,33.3
Velyka Oleksandrivka,Uhryniv - Dolhobychuv,Poland,,,transit,50.5785250002374,24.0836589998308,47.3,33.3
Velyka Oleksandrivka,Ustyluh - Zosin,Poland,,,transit,50.8592650004607,24.1346850003948,47.3,33.3
Velyka Oleksandrivka,Rava-Ruska - Khrebenne,Poland,,,transit,50.2745417627704,23.5885080374323,47.3,33.3
Velyka Oleksandrivka,Krakivets - Korchova,Poland,,,transit,49.9549865421823,23.1138868769913,47.3,33.3
Velyka Oleksandrivka,Shehyni - Medyka,Poland,,,transit,49.7997107051379,22.9473589152849,47.3,33.3
Velyka Oleksandrivka,Hrushiv - Budomiezh,Poland,,,transit,50.0969149998345,23.2801600001264,47.3,33.3
Velyka Oleksandrivka,Smilnytsia - Krostsenko,Poland,,,transit,49.4815550002911,22.7013070001637,47.3,33.3
Velyka Oleksandrivka,Mamalyha - Кryva,Moldova,,,transit,48.265739253562,26.6233986220189,47.3,33.3
Velyka Oleksandrivka,Rossoshany - Brichen,Moldova,,,transit,48.3785652868895,27.0459503324662,47.3,33.3
Polohy,Yahodyn - Dorohusk,Poland,,,transit,51.1852213611046,23.80777061,47.5,36.3
Polohy,Uhryniv - Dolhobychuv,Poland,,,transit,50.5785250002374,24.0836589998308,47.5,36.3
Polohy,Ustyluh - Zosin,Poland,,,transit,50.8592650004607,24.1346850003948,47.5,36.3
Polohy,Rava-Ruska - Khrebenne,Poland,,,transit,50.2745417627704,23.5885080374323,47.5,36.3
Polohy,Krakivets - Korchova,Poland,,,transit,49.9549865421823,23.1138868769913,47.5,36.3
Polohy,Shehyni - Medyka,Poland,,,transit,49.7997107051379,22.9473589152849,47.5,36.3
Polohy,Hrushiv - Budomiezh,Poland,,,transit,50.0969149998345,23.2801600001264,47.5,36.3
Polohy,Smilnytsia - Krostsenko,Poland,,,transit,49.4815550002911,22.7013070001637,47.5,36.3
Polohy,Mamalyha - Кryva,Moldova,,,transit,48.265739253562,26.6233986220189,47.5,36.3
Polohy,Rossoshany - Brichen,Moldova,,,transit,48.3785652868895,27.0459503324662,47.5,36.3
Oleksandrivka,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,46.6,32.1
Oleksandrivka,Mohyliv-Podilskyi - Otach,Moldova,,,transit,48.4448585627389,27.7913514087357,46.6,32.1
Oleksandrivka,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,46.6,32.1
Oleksandrivka,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,46.6,32.1
Oleksandrivka,Maiaky - Udobne-Palanka,Moldova,,,transit,46.3845441486797,30.0874046179872,46.6,32.1
Oleksandrivka,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,46.6,32.1
Oleksandrivka,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,46.6,32.1
Oleksandrivka,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,46.6,32.1
Oleksandrivka,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,46.6,32.1
Oleksandrivka,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,46.6,32.1
Oleshky,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,46.6,32.7
Oleshky,Mohyliv-Podilskyi - Otach,Moldova,,,transit,48.4448585627389,27.7913514087357,46.6,32.7
Oleshky,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,46.6,32.7
Oleshky,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,46.6,32.7
Oleshky,Maiaky - Udobne-Palanka,Moldova,,,transit,46.3845441486797,30.0874046179872,46.6,32.7
Oleshky,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,46.6,32.7
Oleshky,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,46.6,32.7
Oleshky,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,46.6,32.7
Oleshky,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,46.6,32.7
Oleshky,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,46.6,32.7
Kobleve,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,46.7,31.2
Kobleve,Mohyliv-Podilskyi - Otach,Moldova,,,transit,48.4448585627389,27.7913514087357,46.7,31.2
Kobleve,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,46.7,31.2
Kobleve,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,46.7,31.2
Kobleve,Maiaky - Udobne-Palanka,Moldova,,,transit,46.3845441486797,30.0874046179872,46.7,31.2
Kobleve,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,46.7,31.2
Kobleve,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,46.7,31.2
Kobleve,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,46.7,31.2
Kobleve,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,46.7,31.2
Kobleve,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,46.7,31.2
Kherson,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,46.7,32.6
Kherson,Mohyliv-Podilskyi - Otach,Moldova,106588.0,1 day 6 hours,transit,48.4448585627389,27.7913514087357,46.7,32.6
Kherson,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,46.7,32.6
Kherson,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,46.7,32.6
Kherson,Maiaky - Udobne-Palanka,Moldova,49396.0,13 hours 43 mins,transit,46.3845441486797,30.0874046179872,46.7,32.6
Kherson,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,46.7,32.6
Kherson,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,46.7,32.6
Kherson,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,46.7,32.6
Kherson,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,46.7,32.6
Kherson,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,46.7,32.6
Kyselivka,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,46.8,32.4
Kyselivka,Mohyliv-Podilskyi - Otach,Moldova,,,transit,48.4448585627389,27.7913514087357,46.8,32.4
Kyselivka,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,46.8,32.4
Kyselivka,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,46.8,32.4
Kyselivka,Maiaky - Udobne-Palanka,Moldova,,,transit,46.3845441486797,30.0874046179872,46.8,32.4
Kyselivka,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,46.8,32.4
Kyselivka,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,46.8,32.4
Kyselivka,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,46.8,32.4
Kyselivka,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,46.8,32.4
Kyselivka,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,46.8,32.4
Melitopol,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,46.8,35.4
Melitopol,Mohyliv-Podilskyi - Otach,Moldova,,,transit,48.4448585627389,27.7913514087357,46.8,35.4
Melitopol,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,46.8,35.4
Melitopol,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,46.8,35.4
Melitopol,Maiaky - Udobne-Palanka,Moldova,,,transit,46.3845441486797,30.0874046179872,46.8,35.4
Melitopol,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,46.8,35.4
Melitopol,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,46.8,35.4
Melitopol,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,46.8,35.4
Melitopol,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,46.8,35.4
Melitopol,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,46.8,35.4
Mykolaiv,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,47.0,32.0
Mykolaiv,Mohyliv-Podilskyi - Otach,Moldova,112790.0,1 day 7 hours,transit,48.4448585627389,27.7913514087357,47.0,32.0
Mykolaiv,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,47.0,32.0
Mykolaiv,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,47.0,32.0
Mykolaiv,Maiaky - Udobne-Palanka,Moldova,55598.0,15 hours 27 mins,transit,46.3845441486797,30.0874046179872,47.0,32.0
Mykolaiv,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,47.0,32.0
Mykolaiv,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,47.0,32.0
Mykolaiv,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,47.0,32.0
Mykolaiv,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,47.0,32.0
Mykolaiv,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,47.0,32.0
Mariupol,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,47.1,37.6
Mariupol,Mohyliv-Podilskyi - Otach,Moldova,,,transit,48.4448585627389,27.7913514087357,47.1,37.6
Mariupol,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,47.1,37.6
Mariupol,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,47.1,37.6
Mariupol,Maiaky - Udobne-Palanka,Moldova,,,transit,46.3845441486797,30.0874046179872,47.1,37.6
Mariupol,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,47.1,37.6
Mariupol,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,47.1,37.6
Mariupol,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,47.1,37.6
Mariupol,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,47.1,37.6
Mariupol,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,47.1,37.6
Velyka Oleksandrivka,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,47.3,33.3
Velyka Oleksandrivka,Mohyliv-Podilskyi - Otach,Moldova,,,transit,48.4448585627389,27.7913514087357,47.3,33.3
Velyka Oleksandrivka,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,47.3,33.3
Velyka Oleksandrivka,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,47.3,33.3
Velyka Oleksandrivka,Maiaky - Udobne-Palanka,Moldova,,,transit,46.3845441486797,30.0874046179872,47.3,33.3
Velyka Oleksandrivka,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,47.3,33.3
Velyka Oleksandrivka,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,47.3,33.3
Velyka Oleksandrivka,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,47.3,33.3
Velyka Oleksandrivka,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,47.3,33.3
Velyka Oleksandrivka,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,47.3,33.3
Polohy,Sokyriany - Oknytsia,Moldova,,,transit,48.4393941383826,27.4628582013793,47.5,36.3
Polohy,Mohyliv-Podilskyi - Otach,Moldova,,,transit,48.4448585627389,27.7913514087357,47.5,36.3
Polohy,Kuchurhan - Pervomaisk,Moldova,,,transit,46.7372122988371,29.9744340074737,47.5,36.3
Polohy,Vynohradivka - Vulcanesti,Moldova,,,transit,45.6975698575698,28.5011048032693,47.5,36.3
Polohy,Maiaky - Udobne-Palanka,Moldova,,,transit,46.3845441486797,30.0874046179872,47.5,36.3
Polohy,Basarabiaska,Moldova,,,transit,46.321406048852,28.9966357057719,47.5,36.3
Polohy,Novi Troiany - Ceadir-Lunga,Moldova,,,transit,45.98123168,28.84332629,47.5,36.3
Polohy,Yampil - Soroca,Moldova,,,transit,48.23847792,28.298352571968,47.5,36.3
Polohy,Platonove - Hoianul Nou,Moldova,,,transit,47.4035177980076,29.3299989816095,47.5,36.3
Polohy,Bolhan - Khristova,Moldova,,,transit,48.1345599996641,28.740979999872,47.5,36.3
Oleksandrivka,Oleksiivka - Vadul Turkului,Moldova,,,transit,47.9613199997553,28.9251199997751,46.6,32.1
Oleksandrivka,Tymkove - Broshten,Moldova,,,transit,47.8790599997986,29.2739499995915,46.6,32.1
Oleksandrivka,Yosypivka-Kolosove,Moldova,,,transit,47.346089999079,29.5851299994277,46.6,32.1
Oleksandrivka,Reni - Dzhiurdzhiulesht,Moldova,,,transit,45.4816299990604,28.2267799991426,46.6,32.1
Oleksandrivka,Diakove - Halmeu,Romania,,,transit,48.0001942688208,23.002530228314,46.6,32.1
Oleksandrivka,Solotvyno-Sihetu Marmatsiiei,Romania,,,transit,47.940601987896,23.8781014459885,46.6,32.1
Oleksandrivka,Porubne - Siret,Romania,,,transit,47.9889804990189,26.0600757026769,46.6,32.1
Oleksandrivka,Orlivka - Isaceea,Romania,,,transit,45.29415433,28.45765853,46.6,32.1
Oleksandrivka,Uzhhorod - Vyshnie-Niemetske,Slovakia,,,transit,48.6555219632231,22.2659826188978,46.6,32.1
Oleksandrivka,Malyi Bereznyi - Ubl'a,Slovakia,,,transit,48.8852048505616,22.4206249175739,46.6,32.1
Oleshky,Oleksiivka - Vadul Turkului,Moldova,,,transit,47.9613199997553,28.9251199997751,46.6,32.7
Oleshky,Tymkove - Broshten,Moldova,,,transit,47.8790599997986,29.2739499995915,46.6,32.7
Oleshky,Yosypivka-Kolosove,Moldova,,,transit,47.346089999079,29.5851299994277,46.6,32.7
Oleshky,Reni - Dzhiurdzhiulesht,Moldova,,,transit,45.4816299990604,28.2267799991426,46.6,32.7
Oleshky,Diakove - Halmeu,Romania,,,transit,48.0001942688208,23.002530228314,46.6,32.7
Oleshky,Solotvyno-Sihetu Marmatsiiei,Romania,,,transit,47.940601987896,23.8781014459885,46.6,32.7
Oleshky,Porubne - Siret,Romania,,,transit,47.9889804990189,26.0600757026769,46.6,32.7
Oleshky,Orlivka - Isaceea,Romania,,,transit,45.29415433,28.45765853,46.6,32.7
Oleshky,Uzhhorod - Vyshnie-Niemetske,Slovakia,,,transit,48.6555219632231,22.2659826188978,46.6,32.7
Oleshky,Malyi Bereznyi - Ubl'a,Slovakia,,,transit,48.8852048505616,22.4206249175739,46.6,32.7
Kobleve,Oleksiivka - Vadul Turkului,Moldova,,,transit,47.9613199997553,28.9251199997751,46.7,31.2
Kobleve,Tymkove - Broshten,Moldova,,,transit,47.8790599997986,29.2739499995915,46.7,31.2
Kobleve,Yosypivka-Kolosove,Moldova,,,transit,47.346089999079,29.5851299994277,46.7,31.2
Kobleve,Reni - Dzhiurdzhiulesht,Moldova,,,transit,45.4816299990604,28.2267799991426,46.7,31.2
Kobleve,Diakove - Halmeu,Romania,,,transit,48.0001942688208,23.002530228314,46.7,31.2
Kobleve,Solotvyno-Sihetu Marmatsiiei,Romania,,,transit,47.940601987896,23.8781014459885,46.7,31.2
Kobleve,Porubne - Siret,Romania,,,transit,47.9889804990189,26.0600757026769,46.7,31.2
Kobleve,Orlivka - Isaceea,Romania,,,transit,45.29415433,28.45765853,46.7,31.2
Kobleve,Uzhhorod - Vyshnie-Niemetske,Slovakia,,,transit,48.6555219632231,22.2659826188978,46.7,31.2
Kobleve,Malyi Bereznyi - Ubl'a,Slovakia,,,transit,48.8852048505616,22.4206249175739,46.7,31.2
Kherson,Oleksiivka - Vadul Turkului,Moldova,,,transit,47.9613199997553,28.9251199997751,46.7,32.6
Kherson,Tymkove - Broshten,Moldova,,,transit,47.8790599997986,29.2739499995915,46.7,32.6
Kherson,Yosypivka-Kolosove,Moldova,,,transit,47.346089999079,29.5851299994277,46.7,32.6
Kherson,Reni - Dzhiurdzhiulesht,Moldova,,,transit,45.4816299990604,28.2267799991426,46.7,32.6
Kherson,Diakove - Halmeu,Romania,,,transit,48.0001942688208,23.002530228314,46.7,32.6
Kherson,Solotvyno-Sihetu Marmatsiiei,Romania,142675.0,1 day 16 hours,transit,47.940601987896,23.8781014459885,46.7,32.6
Kherson,Porubne - Siret,Romania,,,transit,47.9889804990189,26.0600757026769,46.7,32.6
Kherson,Orlivka - Isaceea,Romania,,,transit,45.29415433,28.45765853,46.7,32.6
Kherson,Uzhhorod - Vyshnie-Niemetske,Slovakia,129790.0,1 day 12 hours,transit,48.6555219632231,22.2659826188978,46.7,32.6
Kherson,Malyi Bereznyi - Ubl'a,Slovakia,,,transit,48.8852048505616,22.4206249175739,46.7,32.6
Kyselivka,Oleksiivka - Vadul Turkului,Moldova,,,transit,47.9613199997553,28.9251199997751,46.8,32.4
Kyselivka,Tymkove - Broshten,Moldova,,,transit,47.8790599997986,29.2739499995915,46.8,32.4
Kyselivka,Yosypivka-Kolosove,Moldova,,,transit,47.346089999079,29.5851299994277,46.8,32.4
Kyselivka,Reni - Dzhiurdzhiulesht,Moldova,,,transit,45.4816299990604,28.2267799991426,46.8,32.4
Kyselivka,Diakove - Halmeu,Romania,,,transit,48.0001942688208,23.002530228314,46.8,32.4
Kyselivka,Solotvyno-Sihetu Marmatsiiei,Romania,,,transit,47.940601987896,23.8781014459885,46.8,32.4
Kyselivka,Porubne - Siret,Romania,,,transit,47.9889804990189,26.0600757026769,46.8,32.4
Kyselivka,Orlivka - Isaceea,Romania,,,transit,45.29415433,28.45765853,46.8,32.4
Kyselivka,Uzhhorod - Vyshnie-Niemetske,Slovakia,,,transit,48.6555219632231,22.2659826188978,46.8,32.4
Kyselivka,Malyi Bereznyi - Ubl'a,Slovakia,,,transit,48.8852048505616,22.4206249175739,46.8,32.4
Melitopol,Oleksiivka - Vadul Turkului,Moldova,,,transit,47.9613199997553,28.9251199997751,46.8,35.4
Melitopol,Tymkove - Broshten,Moldova,,,transit,47.8790599997986,29.2739499995915,46.8,35.4
